,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
306,1,1,1,0,32,1,2,1,0,0,0,0,0,0,0,1,2,74.9,1943,1
307,1,0,1,1,29,1,0,0,0,0,2,2,2,2,2,0,3,75.55,1683,0
308,1,1,1,1,38,1,2,1,0,2,0,0,2,2,0,0,2,101.15,3220,0
309,1,0,0,1,48,1,2,0,2,0,2,0,2,2,1,1,1,78.75,3173,0
310,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.25,1480,0
311,0,0,0,0,22,1,0,1,2,0,0,2,0,2,0,1,2,89.05,1460,0
312,0,0,0,0,43,1,2,1,2,2,2,2,2,2,2,0,1,115.05,4134,0
313,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.35,2954,0
314,1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,2,80.6,3547,1
315,1,0,1,1,51,1,2,1,2,2,0,2,2,2,1,0,1,110.05,4697,0
316,1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,1,1,19.9,643,0
317,0,0,1,1,38,1,0,0,2,2,0,2,2,2,1,0,1,80.3,2658,1
318,1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,1867,1
319,1,0,1,0,35,1,2,1,0,0,0,2,2,0,0,1,1,91.5,2813,0
320,0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,82.45,3700,1
321,0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,60.0,3633,0
322,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8,3748,0
323,0,0,1,1,9,1,0,0,2,0,0,0,0,0,1,0,3,48.6,3600,0
324,1,0,0,0,69,0,1,0,2,2,0,2,2,2,2,1,0,60.05,3568,0
325,0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7,4322,0
326,0,1,1,0,11,1,0,1,0,0,0,2,2,0,0,1,2,82.9,6284,0
327,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,708,1
328,0,1,1,1,28,0,1,0,0,0,0,0,2,0,0,1,2,35.9,6494,0
329,0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,82.65,869,0
330,0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,1,3,19.85,5709,0
331,0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.2,1070,0
332,1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,94.9,3761,0
333,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,4306,1
334,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,988,1
335,1,0,1,1,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,4426,1
336,0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4031,1
337,0,0,0,0,68,1,2,0,2,2,2,2,2,2,2,1,2,88.15,5017,0
338,0,0,0,0,36,1,0,1,0,2,0,0,2,2,0,1,1,94.8,3087,0
339,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,5270,1
340,0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65,1384,0
341,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,85.75,5054,0
342,0,0,1,1,66,1,2,0,2,2,2,0,0,0,0,1,0,67.45,3834,0
343,1,0,0,0,63,1,0,2,1,1,1,1,1,1,1,0,3,20.5,596,0
344,0,0,0,1,41,1,0,2,1,1,1,1,1,1,1,1,1,20.25,6250,0
345,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,72.1,5622,0
346,0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,1169,1
347,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.45,558,0
348,0,0,0,0,23,0,1,0,0,0,0,0,2,2,0,1,2,44.95,6523,0
349,0,1,1,0,64,1,0,1,2,2,2,0,0,2,1,0,0,97.0,5175,0
350,1,0,1,1,37,1,2,0,2,0,2,2,0,0,2,1,1,62.8,1916,0
351,1,0,0,1,17,1,0,0,0,0,0,0,0,0,1,0,3,44.6,5385,0
352,0,1,0,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.15,4739,0
353,1,0,1,1,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3201,1
354,0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,41.9,6180,1
355,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,6194,1
356,0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,54.1,6293,0
357,1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25,5392,0
358,1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,30.75,6040,1
359,1,0,1,1,42,1,2,1,2,0,0,0,2,2,1,0,2,97.1,3433,0
360,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2,6133,0
361,0,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,0,98.8,3385,0
362,1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,50.3,2484,0
363,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,1,3,20.55,6432,0
364,1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,673,0
365,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,4173,1
366,1,0,1,0,23,1,0,0,2,0,0,0,0,2,0,1,0,59.95,742,0
367,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.15,1478,0
368,1,0,1,0,71,1,2,1,0,0,2,0,2,2,1,1,1,98.65,5482,0
369,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,112.6,6074,0
370,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.6,5456,0
371,1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,1358,1
372,1,0,0,1,24,0,1,0,2,0,0,2,0,0,2,0,3,35.75,6136,0
373,0,0,1,1,56,1,2,1,0,2,2,2,0,2,1,1,1,99.75,4643,0
374,1,0,0,0,37,1,0,1,0,2,0,0,2,2,0,1,1,96.1,3150,0
375,0,0,0,0,43,1,2,0,0,2,2,2,2,2,1,0,1,85.1,3162,0
376,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.35,2154,0
377,0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2222,1
378,0,0,0,0,61,1,2,0,2,2,2,2,2,2,2,0,2,89.65,4438,0
379,1,0,0,0,17,1,2,1,0,0,2,2,0,0,1,0,2,86.75,751,0
380,0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,86.2,2895,0
381,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,4232,1
382,1,1,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,64.8,4002,0
383,1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,6327,1
384,1,0,0,0,48,1,2,1,0,2,2,0,2,2,2,1,0,108.1,4285,0
385,1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1761,1
386,0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4120,1
387,0,0,0,0,42,0,1,0,2,2,2,2,0,2,1,1,2,54.75,1984,0
388,1,0,0,0,44,1,2,1,0,0,2,0,0,2,0,1,3,90.4,3475,0
389,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,3734,0
390,0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,0,95.6,2243,0
391,1,1,1,0,27,1,2,0,0,2,2,2,2,2,0,1,0,84.8,1945,0
392,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.3,6299,0
393,0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,19.9,3164,0
394,0,1,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,95.05,3370,0
395,0,0,0,0,66,1,2,0,2,2,2,2,2,2,2,1,1,90.05,4887,0
396,1,1,1,0,33,1,2,1,2,0,2,2,2,2,0,1,0,109.9,3188,0
397,0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,2181,1
398,1,1,0,0,33,0,1,0,0,0,2,2,2,2,0,1,2,54.6,1353,0
399,0,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,20.05,3545,0
400,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,19.75,5062,0
401,0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,1,20.05,2010,0
402,1,0,1,1,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,5523,1
403,0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,55.9,3294,0
404,1,0,0,0,20,1,0,2,1,1,1,1,1,1,2,1,3,19.7,3581,0
405,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,1,19.8,862,0
406,1,0,1,1,60,1,2,1,2,0,2,0,2,0,1,1,0,95.4,4792,0
407,1,1,1,1,32,1,0,1,0,2,0,0,2,2,0,1,3,93.95,2469,0
408,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,1492,1
409,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,1486,1
410,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,1965,1
411,0,0,1,0,46,1,2,2,1,1,1,1,1,1,1,1,0,24.45,126,0
412,0,0,1,0,29,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1765,0
413,1,0,0,0,51,1,2,1,0,2,2,2,0,0,0,1,2,87.35,3795,0
414,0,1,1,0,48,1,0,1,0,0,0,0,0,0,0,1,0,70.65,3070,0
415,0,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,73.25,364,0
416,1,0,1,0,70,1,2,1,0,2,2,2,0,2,2,1,0,98.7,5414,0
417,0,0,1,1,40,1,2,2,1,1,1,1,1,1,2,1,3,24.8,53,0
418,0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1406,1
419,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,5769,1
420,0,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,3,24.3,584,0
421,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,4328,0
422,1,0,0,1,29,1,2,1,0,2,2,2,0,2,1,0,1,100.55,2446,0
423,1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,3,25.7,214,0
424,0,0,0,0,10,0,1,0,2,2,2,0,0,0,0,0,0,40.7,3805,0
425,0,1,1,0,55,1,2,0,0,0,0,0,0,0,0,0,0,51.65,2450,0
426,1,1,1,0,52,1,2,1,0,2,2,0,2,2,1,1,0,105.1,4477,0
427,0,0,1,1,10,1,2,1,0,0,0,0,0,2,0,0,2,85.95,6237,0
428,1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,0,75.6,720,0
429,0,0,1,0,68,1,2,0,2,0,0,2,0,0,1,0,0,58.25,3399,0
430,0,0,1,1,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,340,1
431,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.2,4044,0
432,1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,2,53.45,353,0
433,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,4345,1
434,1,0,1,0,41,1,0,2,1,1,1,1,1,1,2,1,2,19.75,6319,0
435,0,0,0,0,26,0,1,0,0,0,2,2,2,0,0,1,1,44.45,343,0
436,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,0,20.85,5624,0
437,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,6196,0
438,1,0,1,0,35,1,2,1,0,0,0,2,0,2,0,1,0,89.85,2744,0
439,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,55.05,4559,0
440,0,0,1,1,16,1,2,1,2,0,2,2,2,2,0,1,2,112.95,1456,0
441,0,1,0,0,49,1,2,1,2,0,0,0,2,2,0,0,1,101.55,4290,0
442,0,0,1,0,54,1,2,1,2,2,2,2,2,2,1,1,3,114.65,4944,0
443,0,0,0,1,18,1,2,0,2,0,0,0,0,2,0,0,2,64.8,311,0
444,0,0,1,0,36,1,0,1,0,0,0,0,0,2,0,0,2,80.4,2539,0
445,0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,5156,1
446,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,5447,1
447,0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,1,0,25.05,498,0
448,1,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.75,5819,0
449,1,0,1,1,72,1,0,1,2,2,0,2,2,2,2,0,0,105.5,5832,0
450,0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,0,3,24.7,1119,0
451,0,1,0,0,22,1,0,0,2,0,2,2,0,2,0,1,3,69.75,981,0
452,1,0,1,0,60,0,1,0,0,2,2,2,2,2,0,1,0,60.2,3105,0
453,0,0,1,1,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,1859,1
454,0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,3,24.4,769,0
455,0,0,0,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.15,2139,0
456,1,0,1,1,28,1,0,1,0,2,2,2,2,0,1,0,0,92.9,2403,0
457,0,0,1,1,30,1,0,0,0,2,2,2,2,2,2,0,0,80.8,2004,0
458,1,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.0,3254,0
459,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,5768,0
460,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.65,6,0
461,0,0,1,0,24,1,0,0,0,2,0,0,2,2,0,1,0,69.45,1076,0
462,1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,3297,1
463,1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5337,1
464,1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.05,6181,0
465,1,0,0,0,70,0,1,0,0,0,0,2,0,2,2,1,3,40.05,2425,0
466,1,1,1,0,64,1,2,1,0,0,2,2,2,2,2,0,2,102.1,5228,0
467,1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,5256,0
468,0,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,3,19.9,6263,0
469,0,0,1,1,13,1,0,0,0,0,0,0,0,2,0,0,2,55.95,5689,1
470,0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.65,2867,0
471,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,4558,1
472,1,0,1,0,9,1,0,0,0,0,2,0,2,2,0,1,3,70.05,4670,0
473,1,0,1,0,24,1,0,0,2,0,0,2,0,0,0,0,3,53.6,578,0
474,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,5723,1
475,1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1432,1
476,1,1,1,1,35,1,0,0,0,2,0,2,2,2,0,1,2,76.05,2386,0
477,0,0,1,1,7,1,0,0,2,2,2,2,2,0,0,1,2,75.7,4597,0
478,1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,3856,1
479,0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,6520,1
480,1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,19.65,1887,0
481,0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,1763,1
482,0,1,0,0,20,1,0,1,0,0,0,0,0,2,0,1,2,81.45,1156,0
483,0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,0,108.5,6026,0
484,0,0,1,1,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,5384,1
485,1,0,1,1,72,1,2,1,0,0,0,0,0,2,2,1,1,84.5,5005,0
486,0,0,0,0,15,1,2,1,0,2,0,0,2,2,0,1,2,100.15,763,0
487,1,0,0,0,72,1,2,0,0,2,2,2,2,2,2,1,0,88.6,5047,0
488,0,0,1,1,0,0,1,0,2,0,2,2,2,0,2,1,0,52.55,0,0
489,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,5718,1
490,1,0,1,1,63,1,2,1,0,2,2,0,2,2,2,1,0,104.8,5265,0
491,0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,1,2,59.0,270,0
492,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,711,1
493,1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,64.05,3347,0
494,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,1614,0
495,1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,6333,1
496,1,0,1,0,28,1,0,0,2,2,0,2,0,0,0,0,3,60.9,1320,0
497,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,725,0
498,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,568,1
499,0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,436,1
500,1,0,0,0,34,1,2,1,2,2,2,2,2,2,1,0,1,116.25,3337,0
501,0,1,1,0,71,1,2,1,2,0,0,0,0,0,2,1,1,80.7,4688,0
502,0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,65.2,3873,0
503,0,0,1,1,52,1,0,1,2,0,2,2,0,0,0,1,0,84.05,3681,0
504,1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,79.45,4572,0
505,0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1315,1
506,1,0,0,1,11,1,2,1,0,0,2,0,0,0,0,1,3,78.0,6217,0
507,1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,1155,1
508,0,0,1,1,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,4252,1
509,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,1491,0
510,1,1,1,1,20,1,0,1,2,0,2,2,0,2,1,0,1,94.3,1372,0
511,1,0,0,0,61,1,2,1,2,0,2,0,2,2,0,1,2,106.45,5094,0
512,0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,2897,1
513,0,0,0,0,56,1,2,1,0,2,0,2,2,2,0,1,0,105.45,4852,0
514,1,0,0,0,30,1,2,1,2,2,2,2,0,0,0,1,1,95.0,2464,0
515,1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,3525,1
516,0,0,0,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.3,982,0
517,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.05,2621,0
518,0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1527,1
519,1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,1,20.05,2296,0
520,1,0,1,1,67,1,2,1,0,2,2,0,2,2,1,1,2,105.4,5492,0
521,1,1,1,0,29,1,2,0,0,0,0,0,0,0,0,1,2,51.6,819,0
522,1,0,1,1,55,1,2,1,0,0,0,0,0,2,0,0,0,85.5,3991,0
523,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1280,1
524,1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3017,1
525,1,0,0,0,52,1,0,1,2,0,2,0,2,0,1,0,2,91.25,4006,0
526,1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,6170,0
527,1,0,1,1,58,1,2,1,0,2,0,2,2,0,1,1,1,94.7,4510,0
528,1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,3,19.6,5417,0
529,0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,99.9,4709,0
530,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,1,21.1,4150,0
531,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,20.05,656,0
532,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.95,1251,0
533,1,1,1,1,68,1,2,1,0,0,2,2,2,2,1,1,1,107.15,5702,0
534,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.0,6206,1
535,1,0,0,0,12,1,2,1,0,0,2,0,2,0,0,1,2,89.55,42,0
536,0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,81.55,4257,0
537,0,0,1,1,33,1,0,0,2,2,2,0,0,0,1,1,3,58.45,1557,0
538,0,0,1,0,69,1,0,1,0,2,0,0,2,2,1,1,1,95.65,5344,0
539,0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,4191,0
540,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,113.1,6111,0
541,0,0,0,0,11,1,2,0,0,0,0,0,0,2,0,1,3,58.95,4922,0
542,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485,0
543,1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,0,86.05,6154,1
544,1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,4892,1
545,1,0,1,1,34,1,0,1,0,0,0,0,0,2,1,1,0,78.95,2292,0
546,1,0,1,1,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,2843,1
547,0,0,0,0,65,1,2,1,0,2,0,2,2,2,1,1,0,105.05,5345,0
548,1,1,1,0,50,1,2,1,2,2,2,0,2,0,1,1,0,101.9,4407,0
549,1,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.75,2705,0
550,1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,0,110.3,5999,0
551,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.6,6106,0
552,1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,0,19.35,291,0
553,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,1,1,25.6,4326,0
554,1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2245,1
555,0,0,1,1,56,1,2,0,2,0,2,0,0,2,1,1,0,68.75,3264,0
556,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.9,1492,0
557,1,0,0,0,38,1,0,0,2,2,0,2,2,0,1,0,3,70.6,2353,0
558,1,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,2,70.2,5827,0
559,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,49.3,4139,0
560,1,0,1,0,56,1,2,1,0,2,0,2,2,2,1,1,2,107.25,4936,0
561,1,0,1,0,3,1,2,2,1,1,1,1,1,1,0,1,3,23.6,6295,0
562,1,0,1,1,7,1,0,0,2,0,0,0,2,2,0,0,1,69.7,4334,0
563,1,0,1,1,59,1,2,1,0,0,2,0,2,2,2,1,1,99.5,4818,0
564,1,0,0,0,7,1,0,0,0,0,2,2,2,0,0,0,0,64.3,3778,0
565,1,0,1,1,71,1,0,0,2,0,2,2,0,2,2,1,1,70.85,4208,0
566,1,0,1,1,15,1,0,1,2,0,0,2,2,2,1,0,2,101.9,1151,0
567,1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,73.5,4469,0
568,0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.25,3057,1
569,0,0,0,0,11,0,1,0,0,2,2,2,0,0,1,1,1,40.4,3603,0
570,0,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,1,19.25,201,0
571,1,1,0,0,47,1,2,0,0,2,0,2,0,0,2,0,0,59.6,2393,0
572,0,0,0,0,11,1,0,0,0,0,2,2,0,2,1,0,1,64.9,5483,0
573,1,0,1,0,56,1,2,1,0,2,0,0,2,2,1,0,1,100.3,4650,1
574,0,1,1,0,28,1,2,1,0,2,2,2,2,2,0,1,2,110.85,2784,0
575,1,0,1,0,61,1,0,0,2,2,0,2,2,2,2,1,3,81.05,4016,0
576,1,0,1,1,31,1,2,1,2,0,2,0,2,0,1,0,0,98.05,2675,0
577,1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,70.5,4893,0
578,1,1,1,0,35,1,2,1,2,2,0,0,0,2,0,1,2,94.55,2920,0
579,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,19.65,3259,0
580,0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,19.0,1963,1
581,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,75.3,5769,1
582,0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,89.2,2992,1
583,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.0,1475,0
584,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,20.0,4985,0
585,0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,85.7,6213,1
586,1,0,0,0,52,1,0,0,2,2,0,0,2,0,2,1,1,63.25,2900,0
587,1,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,3,20.1,6208,0
588,1,0,1,0,72,1,2,1,2,2,2,0,0,2,2,1,2,99.15,5739,0
589,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.4,5295,0
590,1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,111.9,6047,0
591,1,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,2,24.9,326,0
592,1,0,1,1,63,1,2,0,2,2,2,0,2,2,2,0,1,83.5,4515,0
593,1,0,0,0,30,1,0,1,2,2,2,0,0,0,0,1,1,84.3,2085,0
594,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.6,3820,0
595,0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,5593,1
596,1,0,0,0,16,0,1,0,2,2,2,2,2,0,2,0,3,54.85,6357,0
597,1,0,0,0,4,1,2,0,0,0,0,2,0,2,0,0,3,65.55,2006,0
598,1,0,1,0,51,1,2,1,0,2,0,0,0,2,1,1,1,90.35,3916,0
599,1,0,1,0,65,1,0,2,1,1,1,1,1,1,2,1,1,20.4,760,0
600,1,0,0,0,16,1,0,1,0,0,0,2,0,0,0,1,1,74.55,318,0
601,1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.95,3979,0
602,0,0,1,1,66,1,2,1,0,0,0,0,0,0,1,1,0,74.25,4098,0
603,1,0,0,0,46,1,2,1,0,2,2,2,2,2,2,0,2,108.65,4154,0
604,0,0,0,0,32,1,2,1,2,0,2,2,2,2,1,1,0,109.55,3123,0
605,1,0,1,0,72,1,2,0,2,0,2,2,2,2,2,0,1,86.65,4978,0
606,1,0,1,1,38,1,0,0,2,0,2,2,2,2,2,0,1,81.0,2676,0
607,1,0,0,1,51,1,0,0,0,0,0,2,0,0,1,0,1,47.85,1996,0
608,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.55,6138,0
609,0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,5368,1
610,1,0,1,1,9,0,1,0,0,2,0,0,0,0,0,1,2,29.95,2129,1
611,0,0,1,1,9,1,0,0,2,2,2,2,0,0,0,0,3,65.0,5280,1
612,1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,3,20.55,647,0
613,0,1,0,0,44,1,2,1,2,2,2,0,2,2,1,1,1,109.8,4103,0
614,1,0,0,0,50,1,2,0,0,0,2,2,0,2,2,0,0,69.5,2961,0
